user_id,user_name,city,product_id,product_name,category,brand,price_ghs,order_id,order_date,order_month,quantity,unit_price_ghs,total_item_value_ghs,payment_amount_ghs,payment_method,last_view_date,views_count
U01239,Linda Addo,Accra,P0016,Neo Sneaker 16,Grocery,Amanfuo,2655.2,O0000024,9/2/2024 14:03,September,1,2655.2,2655.2,6659.84,mobile_money,,0
U01566,Abena Ofori,Accra,P0124,Pro Sneaker 124,Toys,Koala,2231.21,O0000025,4/17/2023 1:11,April,1,2231.21,2231.21,2316.84,card,,0
U00401,Esi Adjei,Kumasi,P0005,Ultra Shirt 5,Books,Nyame,840.84,O0000026,7/20/2025 17:49,July,3,840.84,2522.52,,mobile_money,,0
U00401,Esi Adjei,Kumasi,P0078,Classic Sneaker 78,Books,AccraGoods,1744.15,O0000026,7/20/2025 17:49,July,2,1744.15,3488.3,,mobile_money,,0
U01186,Michael Ofori,Kumasi,P0137,Easy Book 137,Electronics,Aseda,871.43,O0000027,9/22/2025 10:49,September,1,871.43,871.43,,mobile_money,,0
U00873,Nana Appiah,Kumasi,P0131,Easy Blender 131,Electronics,Aseda,456.1,O0000028,7/16/2025 0:23,July,1,456.1,456.1,526.65,mobile_money,,0
U00327,Abigail Adjei,Kumasi,P0128,Classic Shirt 128,Grocery,Koala,2619.43,O0000029,4/19/2023 8:04,April,1,2619.43,2619.43,5417.59,card,,0
U00327,Abigail Adjei,Kumasi,P0029,Prime Sneaker 29,Beauty,TemaHome,942.03,O0000029,4/19/2023 8:04,April,1,942.03,942.03,5417.59,card,,0
U00327,Abigail Adjei,Kumasi,P0098,Eco Lamp 98,Clothing,KofiTech,1607.03,O0000029,4/19/2023 8:04,April,1,1607.03,1607.03,5417.59,card,,0
U01427,Yaw Mensah,Tema,P0020,Eco Ball 20,Home,Amanfuo,1151.04,O0000030,6/17/2025 1:02,June,1,1151.04,1151.04,-2974.13,card,,0
U01427,Yaw Mensah,Tema,P0022,Classic Cream 22,Home,Nyame,1309.95,O0000030,6/17/2025 1:02,June,2,1309.95,2619.9,-2974.13,card,,0
U01427,Yaw Mensah,Tema,P0056,Classic Lamp 56,Sports,AccraGoods,161.89,O0000030,6/17/2025 1:02,June,1,161.89,161.89,-2974.13,card,,0
U01038,Abena Asare,Accra,P0083,Pro Lamp 83,Books,TemaHome,1731.26,O0000031,8/24/2024 23:24,August,1,1731.26,1731.26,,mobile_money,,0
U00570,Michael Nketia,Takoradi,P0185,Neo Book 185,Clothing,Nyame,2743.01,O0000032,1/25/2025 18:09,January,1,2743.01,2743.01,2967.26,cash,,0
U02154,Kwame Kwarteng,Tamale,P0110,Pro Phone 110,Toys,KofiTech,1290.85,O0000033,9/2/2025 19:58,September,1,1290.85,1290.85,7336.48,cash,,0
U02154,Kwame Kwarteng,Tamale,P0073,Smart Cream 73,Books,Koala,2847.13,O0000033,9/2/2025 19:58,September,1,2847.13,2847.13,7336.48,cash,,0
U02154,Kwame Kwarteng,Tamale,P0154,Pro Sneaker 154,Home,Amanfuo,2841.71,O0000033,9/2/2025 19:58,September,1,2841.71,2841.71,7336.48,cash,,0
U01850,Linda Asare,Sunyani,P0103,Ultra Cream 103,Beauty,TemaHome,215.17,O0000034,10/5/2025 14:04,October,1,215.17,215.17,8810.12,mobile_money,,0
U01850,Linda Asare,Sunyani,P0094,Prime Ball 94,Electronics,AccraGoods,2643.16,O0000034,10/5/2025 14:04,October,1,2643.16,2643.16,8810.12,mobile_money,,0
U01850,Linda Asare,Sunyani,P0076,Eco Sneaker 76,Books,TemaHome,2821.69,O0000034,10/5/2025 14:04,October,2,2821.69,5643.38,8810.12,mobile_money,,0
U00640,Kojo Addo,Tamale,P0195,Prime Shirt 195,Books,TemaHome,306.07,O0000035,9/13/2024 20:33,September,1,306.07,306.07,334.31,mobile_money,,0
U00093,Kwesi Appiah,Kumasi,P0168,Easy Phone 168,Home,Aseda,1897.17,O0000036,3/16/2025 4:46,March,2,1897.17,3794.34,,paypal,,0
U02086,Sarpong Ofori,Kumasi,P0108,Classic Ball 108,Books,TemaHome,603.01,O0000037,9/28/2025 7:36,September,2,603.01,1206.02,5062.16,paypal,,0
U02086,Sarpong Ofori,Kumasi,P0067,Smart Phone 67,Beauty,Amanfuo,991.5,O0000037,9/28/2025 7:36,September,1,991.5,991.5,5062.16,paypal,,0
U02086,Sarpong Ofori,Kumasi,P0180,Ultra Phone 180,Grocery,AccraGoods,2713.42,O0000037,9/28/2025 7:36,September,1,2713.42,2713.42,5062.16,paypal,,0
U00242,Kojo Acheampong,Kumasi,P0195,Prime Shirt 195,Books,TemaHome,306.07,O0000038,11/2/2025 17:44,November,1,306.07,306.07,322,card,,0
U02055,Akosua Mensah,Accra,P0090,Smart Book 90,Grocery,Koala,2143.5,O0000039,8/17/2025 6:09,August,2,2143.5,4287,4435.47,card,,0
U00717,Adwoa Asare,Tema,P0004,Prime Sneaker 4,Grocery,KofiTech,841.79,O0000040,2/25/2025 23:24,February,1,841.79,841.79,958.69,cash,3/14/2025 1:11,1
U01218,Adwoa Owusu,Accra,P0024,Classic Sneaker 24,Clothing,Nyame,2289.91,O0000041,10/22/2023 19:13,October,1,2289.91,2289.91,2425.39,mobile_money,,0
U01528,Abigail Mensah,Accra,P0064,Neo Ball 64,Beauty,Nyame,486,O0000042,8/16/2024 15:57,August,1,486,486,2538.29,paypal,,0
U01528,Abigail Mensah,Accra,P0008,Prime Blender 8,Sports,AccraGoods,1889.63,O0000042,8/16/2024 15:57,August,1,1889.63,1889.63,2538.29,paypal,,0
U00675,Kofi Boateng,Kumasi,P0152,Classic Lamp 152,Grocery,Koala,96.32,O0000043,8/13/2025 12:29,August,1,96.32,96.32,155.21,mobile_money,,0
U01473,Kwesi Boateng,Accra,P0011,Easy Cream 11,Clothing,Nyame,1072.26,O0000044,10/3/2025 19:55,October,1,1072.26,1072.26,1139.18,mobile_money,,0
U00098,Yaw Nketia,Tamale,P0074,Neo Cream 74,Home,TemaHome,2701.14,O0000045,5/9/2025 22:05,May,2,2701.14,5402.28,5694.81,cash,,0
U02092,Ama Boateng,Kumasi,P0068,Pro Book 68,Toys,TemaHome,1533.12,O0000046,3/4/2025 2:12,March,1,1533.12,1533.12,2918.66,mobile_money,,0
U02092,Ama Boateng,Kumasi,P0143,Prime Cream 143,Sports,Koala,283.07,O0000046,3/4/2025 2:12,March,1,283.07,283.07,2918.66,mobile_money,,0
U02092,Ama Boateng,Kumasi,P0117,Neo Phone 117,Grocery,AccraGoods,981.79,O0000046,3/4/2025 2:12,March,1,981.79,981.79,2918.66,mobile_money,,0
U02089,Kwesi Kwarteng,Accra,P0157,Smart Shirt 157,Home,Nyame,2320.3,O0000047,10/22/2025 1:38,October,1,2320.3,2320.3,2559.59,mobile_money,,0
U00932,Linda Nketia,Kumasi,P0198,Neo Phone 198,Books,Nyame,577.53,O0000048,5/15/2025 9:50,May,1,577.53,577.53,606.15,paypal,,0
U00982,Kojo Nketia,Tamale,P0004,Prime Sneaker 4,Grocery,KofiTech,841.79,O0000049,9/7/2025 0:49,September,1,841.79,841.79,900.05,paypal,9/26/2025 17:24,1
U01254,Michael Addo,Accra,P0072,Classic Phone 72,Books,Koala,1564.56,O0000050,3/19/2023 6:04,March,1,1564.56,1564.56,1634.01,paypal,,0
U00201,Linda Appiah,Kumasi,P0040,Ultra Blender 40,Beauty,Aseda,1225.18,O0000051,10/20/2025 13:01,October,1,1225.18,1225.18,1343.33,mobile_money,,0
U01359,Akosua Ofori,Accra,P0060,Ultra Cream 60,Clothing,Amanfuo,391.06,O0000052,11/13/2024 0:41,November,1,391.06,391.06,430.47,paypal,,0
U00590,Esi Appiah,Takoradi,P0058,Classic Shirt 58,Grocery,KofiTech,2119.95,O0000053,12/11/2024 2:50,December,1,2119.95,2119.95,,mobile_money,,0
U00574,Ama Kwarteng,Cape Coast,P0006,Neo Blender 6,Home,Amanfuo,299.18,O0000054,10/8/2025 2:22,October,1,299.18,299.18,337.63,card,,0
U01630,Kofi Adjei,Kumasi,P0118,Smart Cream 118,Sports,Nyame,846.18,O0000055,9/19/2025 19:54,September,1,846.18,846.18,969.22,mobile_money,,0
U01156,Kojo Acheampong,Accra,P0037,Pro Sneaker 37,Beauty,Aseda,1613.49,O0000056,6/7/2024 9:22,June,2,1613.49,3226.98,3376.72,mobile_money,,0
U00328,Michael Owusu,Takoradi,P0079,Neo Lamp 79,Grocery,Amanfuo,2030.13,O0000057,6/7/2025 4:34,June,1,2030.13,2030.13,2760.66,cash,,0
U00328,Michael Owusu,Takoradi,P0085,Ultra Blender 85,Books,Aseda,535.9,O0000057,6/7/2025 4:34,June,1,535.9,535.9,2760.66,cash,,0
U01879,Abigail Ofori,Sunyani,P0150,Prime Phone 150,Beauty,KofiTech,1091.72,O0000058,5/25/2024 10:22,May,2,1091.72,2183.44,3848.92,cash,,0
U01879,Abigail Ofori,Sunyani,P0099,Prime Phone 99,Home,TemaHome,1291.55,O0000058,5/25/2024 10:22,May,1,1291.55,1291.55,3848.92,cash,,0
U01512,Ama Addo,Tamale,P0196,Prime Book 196,Electronics,TemaHome,1117.88,O0000059,8/18/2025 22:12,August,1,1117.88,1117.88,1244.8,cash,,0
U00743,Sarpong Acheampong,Tamale,P0083,Pro Lamp 83,Books,TemaHome,1731.26,O0000060,6/18/2025 11:26,June,1,1731.26,1731.26,,card,,0
U00743,Sarpong Acheampong,Tamale,P0036,Ultra Blender 36,Electronics,Amanfuo,2187.36,O0000060,6/18/2025 11:26,June,1,2187.36,2187.36,,card,,0
U01783,Abena Acheampong,Accra,P0177,Prime Book 177,Grocery,AccraGoods,913.34,O0000061,1/25/2025 9:37,January,1,913.34,913.34,943.78,card,,0
U00569,Nana Addo,Accra,P0023,Ultra Book 23,Clothing,KofiTech,2738.76,O0000062,1/15/2025 15:00,January,1,2738.76,2738.76,,cash,,0
U00987,Nana Asare,Accra,P0104,Ultra Phone 104,Beauty,Aseda,2519.29,O0000063,8/23/2025 7:39,August,1,2519.29,2519.29,2794.96,paypal,,0
U00517,Abena Kwarteng,Kumasi,P0056,Classic Lamp 56,Sports,AccraGoods,161.89,O0000064,9/2/2024 0:02,September,1,161.89,161.89,606.86,cash,,0
U00517,Abena Kwarteng,Kumasi,P0060,Ultra Cream 60,Clothing,Amanfuo,391.06,O0000064,9/2/2024 0:02,September,1,391.06,391.06,606.86,cash,,0
U00758,Kwame Ofori,Kumasi,P0025,Ultra Cream 25,Grocery,Koala,344.48,O0000065,10/10/2024 14:27,October,1,344.48,344.48,372.69,card,,0
U00925,Abena Nketia,Accra,P0022,Classic Cream 22,Home,Nyame,1309.95,O0000066,7/13/2025 19:43,July,1,1309.95,1309.95,1416.27,cash,,0
U00408,Ama Acheampong,Ho,P0088,Prime Lamp 88,Clothing,TemaHome,2585.87,O0000067,11/25/2024 17:16,November,1,2585.87,2585.87,2734.67,cash,,0
U01267,Sarpong Asare,Tamale,P0149,Pro Ball 149,Electronics,TemaHome,2609.41,O0000068,3/31/2025 1:16,March,3,2609.41,7828.23,10363,card,,0
U01267,Sarpong Asare,Tamale,P0037,Pro Sneaker 37,Beauty,Aseda,1613.49,O0000068,3/31/2025 1:16,March,1,1613.49,1613.49,10363,card,,0
U00960,Adwoa Addo,Kumasi,P0167,Pro Cream 167,Books,Nyame,1884.13,O0000069,7/7/2023 12:21,July,1,1884.13,1884.13,7411.31,cash,,0
U00960,Adwoa Addo,Kumasi,P0120,Easy Sneaker 120,Grocery,TemaHome,2138.41,O0000069,7/7/2023 12:21,July,2,2138.41,4276.82,7411.31,cash,,0
U00960,Adwoa Addo,Kumasi,P0137,Easy Book 137,Electronics,Aseda,871.43,O0000069,7/7/2023 12:21,July,1,871.43,871.43,7411.31,cash,,0
U01819,Kwame Ofori,Kumasi,P0031,Neo Phone 31,Beauty,KofiTech,668.45,O0000070,9/13/2025 14:05,September,1,668.45,668.45,2957.09,mobile_money,,0
U01819,Kwame Ofori,Kumasi,P0194,Eco Ball 194,Grocery,Nyame,2014.75,O0000070,9/13/2025 14:05,September,1,2014.75,2014.75,2957.09,mobile_money,,0
U01849,Nana Kwarteng,Accra,P0108,Classic Ball 108,Books,TemaHome,603.01,O0000071,11/2/2025 5:34,November,1,603.01,603.01,652.3,paypal,,0
U00513,Abigail Owusu,Tamale,P0041,Smart Ball 41,Electronics,Aseda,1143.13,O0000072,6/21/2024 7:22,June,1,1143.13,1143.13,3947.03,mobile_money,,0
U00513,Abigail Owusu,Tamale,P0180,Ultra Phone 180,Grocery,AccraGoods,2713.42,O0000072,6/21/2024 7:22,June,1,2713.42,2713.42,3947.03,mobile_money,,0
U00541,Esi Kwarteng,Tema,P0030,Neo Lamp 30,Grocery,Koala,751.24,O0000073,6/13/2024 13:51,June,1,751.24,751.24,852.48,paypal,,0
U01958,Kwesi Acheampong,Takoradi,P0063,Smart Shirt 63,Clothing,Amanfuo,84.11,O0000074,1/17/2025 9:13,January,1,84.11,84.11,101.36,card,,0
U00566,Kwesi Appiah,Accra,P0133,Smart Ball 133,Grocery,Amanfuo,899.09,O0000075,1/23/2025 5:22,January,1,899.09,899.09,3103.25,cash,,0
U00566,Kwesi Appiah,Accra,P0166,Pro Lamp 166,Sports,Nyame,1873.55,O0000075,1/23/2025 5:22,January,1,1873.55,1873.55,3103.25,cash,,0
U01277,Nana Acheampong,Kumasi,P0008,Prime Blender 8,Sports,AccraGoods,1889.63,O0000076,4/9/2024 7:38,April,2,1889.63,3779.26,4176.86,card,,0
U00609,Sarpong Nketia,Tema,P0179,Classic Book 179,Electronics,AccraGoods,1978.11,O0000077,9/25/2025 7:09,September,1,1978.11,1978.11,2101.65,paypal,,0
U00855,Abena Asare,Accra,P0194,Eco Ball 194,Grocery,Nyame,2014.75,O0000078,2/3/2024 17:09,February,2,2014.75,4029.5,6911.65,cash,,0
U00855,Abena Asare,Accra,P0183,Neo Shirt 183,Home,Nyame,986.89,O0000078,2/3/2024 17:09,February,1,986.89,986.89,6911.65,cash,,0
U00855,Abena Asare,Accra,P0126,Classic Blender 126,Beauty,Nyame,690.17,O0000078,2/3/2024 17:09,February,1,690.17,690.17,6911.65,cash,,0
U00855,Abena Asare,Accra,P0052,Neo Blender 52,Beauty,Nyame,862.11,O0000078,2/3/2024 17:09,February,1,862.11,862.11,6911.65,cash,,0
U02146,Adwoa Ofori,Takoradi,P0026,Classic Sneaker 26,Electronics,Aseda,2635.25,O0000079,6/26/2025 7:46,June,1,2635.25,2635.25,2710.44,cash,,0
U01753,Kwesi Ofori,Tema,P0111,Pro Cream 111,Electronics,AccraGoods,1265.98,O0000080,9/12/2025 13:43,September,1,1265.98,1265.98,,mobile_money,,0
U00592,Esi Acheampong,Accra,P0072,Classic Phone 72,Books,Koala,1564.56,O0000081,10/29/2025 1:27,October,1,1564.56,1564.56,,paypal,,0
U01497,Kwesi Mensah,Accra,P0193,Classic Lamp 193,Home,Koala,712.05,O0000082,10/12/2024 20:19,October,1,712.05,712.05,779.5,cash,,0
U01745,Linda Owusu,Tamale,P0148,Prime Phone 148,Grocery,Koala,950.41,O0000083,4/17/2025 14:19,April,1,950.41,950.41,994.55,card,,0
U00024,Adwoa Nketia,Tamale,P0146,Easy Blender 146,Grocery,Nyame,1230.96,O0000084,11/13/2024 18:50,November,1,1230.96,1230.96,1392.02,card,,0
U00223,Kofi Boateng,Ho,P0033,Smart Book 33,Grocery,Aseda,1622.31,O0000085,10/30/2025 1:31,October,1,1622.31,1622.31,1817.96,card,,0
U00090,Sarpong Appiah,Takoradi,P0200,Ultra Phone 200,Toys,Aseda,2966.57,O0000086,5/2/2025 15:49,May,1,2966.57,2966.57,3125.2,card,,0
U00452,Yaw Mensah,Kumasi,P0169,Classic Sneaker 169,Home,Amanfuo,2935.23,O0000087,4/18/2024 18:22,April,1,2935.23,2935.23,3012.42,paypal,,0
U00026,Linda Addo,Accra,P0127,Classic Phone 127,Clothing,Nyame,146.09,O0000088,3/31/2024 3:05,March,1,146.09,146.09,4008.22,paypal,,0
U00026,Linda Addo,Accra,P0119,Classic Phone 119,Beauty,Koala,731.65,O0000088,3/31/2024 3:05,March,2,731.65,1463.3,4008.22,paypal,,0
U00026,Linda Addo,Accra,P0036,Ultra Blender 36,Electronics,Amanfuo,2187.36,O0000088,3/31/2024 3:05,March,1,2187.36,2187.36,4008.22,paypal,,0
U00834,Kojo Adjei,Sunyani,P0136,Eco Blender 136,Clothing,Koala,1231.47,O0000089,5/29/2025 9:10,May,1,1231.47,1231.47,1336.59,card,,0
U00791,Ama Owusu,Accra,P0040,Ultra Blender 40,Beauty,Aseda,1225.18,O0000090,9/25/2025 14:44,September,1,1225.18,1225.18,1387.19,mobile_money,,0
U02000,Michael Asare,Kumasi,P0114,Classic Lamp 114,Grocery,Amanfuo,2478.95,O0000091,4/17/2025 4:42,April,1,2478.95,2478.95,3378.67,paypal,,0
U02000,Michael Asare,Kumasi,P0051,Pro Blender 51,Beauty,KofiTech,802.95,O0000091,4/17/2025 4:42,April,1,802.95,802.95,3378.67,paypal,,0
U00018,Kojo Owusu,Kumasi,P0036,Ultra Blender 36,Electronics,Amanfuo,2187.36,O0000092,1/13/2024 9:25,January,2,2187.36,4374.72,-4237.57,mobile_money,,0
U02122,Kofi Ofori,Kumasi,P0069,Neo Phone 69,Home,Nyame,543.92,O0000093,7/24/2024 17:37,July,1,543.92,543.92,644.65,card,,0
U00871,Kofi Addo,Accra,P0173,Eco Shirt 173,Home,KofiTech,2613.81,O0000094,4/28/2025 19:24,April,1,2613.81,2613.81,3606.47,paypal,,0
U00871,Kofi Addo,Accra,P0006,Neo Blender 6,Home,Amanfuo,299.18,O0000094,4/28/2025 19:24,April,2,299.18,598.36,3606.47,paypal,,0
U00352,Kojo Owusu,Accra,P0086,Easy Phone 86,Beauty,AccraGoods,372.86,O0000095,4/26/2024 15:23,April,1,372.86,372.86,,card,,0
U00099,Ama Ofori,Accra,P0108,Classic Ball 108,Books,TemaHome,603.01,O0000096,6/11/2025 14:12,June,1,603.01,603.01,,card,,0
U00099,Ama Ofori,Accra,P0184,Eco Sneaker 184,Clothing,AccraGoods,1622.83,O0000096,6/11/2025 14:12,June,1,1622.83,1622.83,,card,,0
U00099,Ama Ofori,Accra,P0030,Neo Lamp 30,Grocery,Koala,751.24,O0000096,6/11/2025 14:12,June,2,751.24,1502.48,,card,,0
U00099,Ama Ofori,Accra,P0038,Prime Shirt 38,Sports,Amanfuo,756.92,O0000096,6/11/2025 14:12,June,1,756.92,756.92,,card,,0
U01533,Akosua Appiah,Takoradi,P0001,Pro Phone 1,Sports,Aseda,677.4,O0000097,11/12/2024 12:38,November,1,677.4,677.4,,mobile_money,,0
U01533,Akosua Appiah,Takoradi,P0085,Ultra Blender 85,Books,Aseda,535.9,O0000097,11/12/2024 12:38,November,1,535.9,535.9,,mobile_money,,0
U00200,Esi Owusu,Accra,P0188,Prime Cream 188,Home,AccraGoods,1189.78,O0000098,5/25/2024 23:59,May,1,1189.78,1189.78,5125.09,cash,,0
U00200,Esi Owusu,Accra,P0164,Neo Blender 164,Grocery,Koala,1582.59,O0000098,5/25/2024 23:59,May,1,1582.59,1582.59,5125.09,cash,,0
U00200,Esi Owusu,Accra,P0189,Pro Lamp 189,Toys,TemaHome,2249.54,O0000098,5/25/2024 23:59,May,1,2249.54,2249.54,5125.09,cash,,0
U00262,Michael Kwarteng,Accra,P0131,Easy Blender 131,Electronics,Aseda,456.1,O0000099,1/5/2025 15:41,January,1,456.1,456.1,543.72,mobile_money,,0
U02110,Kofi Acheampong,Kumasi,P0118,Smart Cream 118,Sports,Nyame,846.18,O0000100,9/28/2025 8:34,September,1,846.18,846.18,903.33,mobile_money,,0
U01652,Kojo Addo,Accra,P0098,Eco Lamp 98,Clothing,KofiTech,1607.03,O0000101,11/2/2025 1:34,November,1,1607.03,1607.03,4893.9,card,,0
U01652,Kojo Addo,Accra,P0029,Prime Sneaker 29,Beauty,TemaHome,942.03,O0000101,11/2/2025 1:34,November,1,942.03,942.03,4893.9,card,,0
U01652,Kojo Addo,Accra,P0116,Easy Sneaker 116,Grocery,KofiTech,1834.89,O0000101,11/2/2025 1:34,November,1,1834.89,1834.89,4893.9,card,,0
U00421,Yaw Owusu,Accra,P0135,Smart Sneaker 135,Sports,TemaHome,252.75,O0000102,10/27/2025 5:29,October,1,252.75,252.75,4478.39,paypal,,0
U00421,Yaw Owusu,Accra,P0166,Pro Lamp 166,Sports,Nyame,1873.55,O0000102,10/27/2025 5:29,October,1,1873.55,1873.55,4478.39,paypal,,0
U00421,Yaw Owusu,Accra,P0124,Pro Sneaker 124,Toys,Koala,2231.21,O0000102,10/27/2025 5:29,October,1,2231.21,2231.21,4478.39,paypal,,0
U02120,Kojo Ofori,Accra,P0146,Easy Blender 146,Grocery,Nyame,1230.96,O0000103,8/5/2025 9:51,August,1,1230.96,1230.96,1345.05,card,,0
U00816,Kwame Appiah,Accra,P0122,Classic Cream 122,Grocery,KofiTech,1597.46,O0000104,6/16/2024 0:20,June,2,1597.46,3194.92,3573.98,card,,0
